uid,title,abstract,year,venue,authors,doi,arxiv_id,url,source,query,query_role,family,advisor_seed,citation_count,matched_terms,retrieved_at,relevance_score,hostile_score
doi:10.3390/s21030796,Learning-Based End-to-End Path Planning for Lunar Rovers with Safety Constraints,"Path planning is an essential technology for lunar rover to achieve safe and efficient autonomous exploration mission, this paper proposes a learning-based end-to-end path planning algorithm for lunar rovers with safety constraints. Firstly, a training environment integrating real lunar surface terrain data was built using the Gazebo simulation environment and a lunar rover simulator was created in it to simulate the real lunar surface environment and the lunar rover system. Then an end-to-end path planning algorithm based on deep reinforcement learning method is designed, including state space, action space, network structure, reward function considering slip behavior, and training method based on proximal policy optimization. In addition, to improve the generalization ability to different lunar surface topography and different scale environments, a variety of training scenarios were se",2021,Sensors,Xiaoqiang Yu; Ping Wang; Zexu Zhang,10.3390/s21030796,,https://doi.org/10.3390/s21030796,openalex,energy based model robot learning,concept,ebm,,61,safety constraint; generalization,2026-06-12T18:05:07Z,22.964,23.964
doi:10.24963/ijcai.2019/68,Multi-Robot Planning Under Uncertain Travel Times and Safety Constraints,"We present a novel modelling and planning approach for multi-robot systems under uncertain travel times. The approach uses generalised stochastic Petri nets (GSPNs) to model desired team behaviour, and allows to specify safety constraints and rewards. The GSPN is interpreted as a Markov decision process (MDP) for which we can generate policies that optimise the requirements. This representation is more compact than the equivalent multi-agent MDP, allowing us to scale better. Furthermore, it naturally allows for asynchronous execution of the generated policies across the robots, yielding smoother team behaviour. We also describe how the integration of the GSPN with a lower-level team controller allows for accurate expectations on team performance. We evaluate our approach on an industrial scenario, showing that it outperforms hand-crafted policies used in current practice.",2019,,Masoumeh Mansouri; Bruno Lacerda; Nick Hawes; Federico Pecora,10.24963/ijcai.2019/68,,https://doi.org/10.24963/ijcai.2019/68,openalex,robotics,concept,openalex_bulk_robotics,,17,multi robot system; safety constraint,2026-06-12T18:57:17Z,21.945,21.945
doi:10.1109/icra40945.2020.9196857,Wasserstein Distributionally Robust Motion Planning and Control with Safety Constraints Using Conditional Value-at-Risk,,2020,2020 IEEE International Conference on Robotics and Automation (ICRA),Astghik Hakobyan; Insoon Yang,10.1109/icra40945.2020.9196857,,https://doi.org/10.1109/icra40945.2020.9196857,crossref,task and motion planning robotics,anti_myopia,classic,,15,safety constraint; motion planning; task and motion planning,2026-06-12T15:07:36Z,21.586,25.586
doi:10.1016/j.robot.2025.105109,Coverage Trajectory Planning Problem on 3D Terrains with safety constraints for automated lawn mower: Exact and heuristic approaches,,2025,Robotics and Autonomous Systems,Hang Zhou; Peng Zhang; Zhaohui Liang; Hangyu Li; Xiaopeng Li,10.1016/j.robot.2025.105109,,https://doi.org/10.1016/j.robot.2025.105109,crossref,robotics,concept,crossref_bulk_robotics,,4,safety constraint,2026-06-12T19:29:26Z,21.405,21.405
doi:10.1109/icra57147.2024.10611158,Parallel Optimization with Hard Safety Constraints for Cooperative Planning of Connected Autonomous Vehicles,,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),Zhenmin Huang; Haichao Liu; Shaojie Shen; Jun Ma,10.1109/icra57147.2024.10611158,,https://doi.org/10.1109/icra57147.2024.10611158,crossref,robotics,concept,crossref_bulk_robotics,,4,safety constraint,2026-06-12T19:29:26Z,21.205,21.205
doi:10.23919/ccc58697.2023.10241009,Time Optimal Planning-Based High-Speed Running Motion Generation for Humanoid Robots with Safety Constraints,,2023,2023 42nd Chinese Control Conference (CCC),Dingkun Liang; Chengzhi Gao; Ye Xie; Yulong Cui; Anhuan Xie; Yiming Wu; Jason Gu,10.23919/ccc58697.2023.10241009,,https://doi.org/10.23919/ccc58697.2023.10241009,crossref,sampling based motion planning,anti_myopia,anti_thesis,,,humanoid robot; safety constraint; motion planning; sampling based motion planning,2026-06-12T15:07:36Z,20.800,24.800
doi:10.1109/icra.2013.6630692,Provably-correct stochastic motion planning with safety constraints,,2013,2013 IEEE International Conference on Robotics and Automation,Chanyeol Yoo; Robert Fitch; Salah Sukkarieh,10.1109/icra.2013.6630692,,https://doi.org/10.1109/icra.2013.6630692,crossref,task and motion planning robotics,anti_myopia,classic,,18,safety constraint; motion planning; task and motion planning,2026-06-12T15:07:36Z,20.672,24.672
doi:10.1109/icma54519.2022.9856048,Laparoscopic automatic following motion planning of minimally invasive surgery robot based on safety constraints,,2022,2022 IEEE International Conference on Mechatronics and Automation (ICMA),Shuizhong Zou; Yuan Huang; Ziang Wang,10.1109/icma54519.2022.9856048,,https://doi.org/10.1109/icma54519.2022.9856048,crossref,sampling based motion planning,anti_myopia,anti_thesis,,,safety constraint; motion planning; sampling based motion planning,2026-06-12T15:07:36Z,20.600,24.600
doi:10.1109/icar.2015.7251458,Model predictive path planning with time-varying safety constraints for highway autonomous driving,,2015,2015 International Conference on Advanced Robotics (ICAR),Mehdi Jalalmaab; Baris Fidan; Soo Jeon; Paolo Falcone,10.1109/icar.2015.7251458,,https://doi.org/10.1109/icar.2015.7251458,crossref,robotics,concept,crossref_bulk_robotics,,27,safety constraint,2026-06-12T19:29:26Z,20.266,21.266
doi:10.1108/ir-10-2023-0251,An efficient constraint method for solving planning problems under end-effector constraints,"Purpose In response to the challenge of reduced efficiency or failure of robot motion planning algorithms when faced with end-effector constraints, this study aims to propose a new constraint method to improve the performance of the sampling-based planner. Design/methodology/approach In this work, a constraint method (TC method) based on the idea of cross-sampling is proposed. This method uses the tangent space in the workspace to approximate the constrained manifold pattern and projects the entire sampling process into the workspace for constraint correction. This method avoids the need for extensive computational work involving multiple iterations of the Jacobi inverse matrix in the configuration space and retains the sampling properties of the sampling-based algorithm. Findings Simulation results demonstrate that the performance of the planner when using the TC method under the end-ef",2024,Industrial Robot: the international journal of robotics research and application,Yahao Wang; Zhen Li; Yanghong Li; Erbao Dong,10.1108/ir-10-2023-0251,,https://doi.org/10.1108/ir-10-2023-0251,crossref,EBM transformer robotics industrial robot,concept,architecture_x_embodiment,,3,EBM transformer robotics; industrial robot; motion planning,2026-06-12T15:07:36Z,20.143,22.143
